phase,duration
0,11
1,3
2,40
3,3
4,10
5,3
2,40
3,3
4,10
5,3
6,40
7,3
0,10
1,3
2,10
3,3
6,31
7,3
0,10
1,3
2,11
3,3
0,10
1,3
2,10
3,3
6,20
7,3
4,10
5,3
6,10
7,3
2,13
3,3
6,26
7,3
2,10
3,3
0,10
1,3
4,11
5,3
2,10
3,3
6,10
7,3
0,11
1,3
2,10
3,3
0,10
1,3
4,10
5,3
2,10
3,3
6,10
7,3
4,10
5,3
6,10
7,3
2,10
3,3
0,17
1,3
4,10
5,3
6,10
7,3
2,10
3,3
0,13
1,3
4,10
5,3
2,10
3,3
6,10
7,3
2,13
3,3
6,14
7,3
0,10
1,3
4,10
5,3
6,11
7,3
4,11
5,3
6,10
7,3
2,17
3,3
0,10
1,3
4,10
5,3
2,10
3,3
6,10
7,3
4,10
5,3
2,40
3,3
4,10
5,3
2,11
3,3
6,14
7,3
4,10
5,3
0,40
1,3
2,10
3,3
6,15
7,3
0,15
1,3
4,10
5,3
6,10
7,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
4,10
5,3
6,13
7,3
4,16
5,3
6,10
7,3
2,10
3,3
6,10
7,3
4,10
5,3
2,10
3,3
6,10
7,3
2,10
3,3
6,35
7,3
2,10
3,3
6,22
7,3
0,10
1,3
6,10
7,3
2,10
3,3
6,10
7,3
2,10
3,3
6,40
7,3
0,10
1,3
6,19
7,3
4,22
5,3
6,10
7,3
4,11
5,3
6,10
7,3
2,10
3,3
6,21
7,3
2,10
3,3
0,11
1,3
6,13
7,3
0,10
1,3
6,10
7,3
4,10
5,3
6,10
7,3
2,13
3,3
0,19
1,3
4,10
5,3
6,14
7,3
4,10
5,3
0,12
1,3
